name_cn,name_en
"加泰罗尼亚开放大学","Open University of Catalonia"
"俄勒冈健康与科学大学","Oregon Health & Science University"
"大阪市立大学","Osaka City University"
"大阪工业大学","Osaka Institute of Technology"
"大阪医学院","Osaka Medical College"
"大阪府大学","Osaka Prefecture University"
"奥斯陆与阿克斯胡斯大学学院","Oslo & Akershus University College"
"奥托·冯·格里克大学","Otto von Guericke University"
"巴勃罗·德·奥拉维德大学","Pablo de Olavide University"
"帕贾贾兰大学","Padjadjaran University"
"棉花堡大学","Pamukkale University"
"帕拉塞尔苏斯私人医科大学","Paracelsus Private Medical University"
"巴黎东大学","Paris-East Créteil University (UPEC)"
"巴黎第九大学","Paris Dauphine University (Paris 9)"
"那不勒斯帕斯诺普大学","Parthenope University Naples"
"巴甫洛夫第一圣彼得堡国立医科大学","Pavlov First Saint Petersburg State Medical University"
"Pavol JozefŠafárikUniversity位于科希策","Pavol Jozef Šafárik University in Košice"
"北京协和医学院","Peking Union Medical College"
"彼尔姆国立研究技术大学","Perm National Research Polytechnic University"
"彼尔姆国立研究大学","Perm State National Research University"
"波斯湾大学","Persian Gulf University"
"彼得罗戈夫俄罗斯国家研究医科大学","Pirogov Russian National Research Medical University"
"PMAS干旱农业大学拉瓦尔品第","PMAS Arid Agriculture University Rawalpindi"
"春川大学","Pochon Cha University"
"波尔图理工学院","Polytechnic Institute of Porto"
"布加勒斯特理工大学","Polytechnic University of Bucharest"
"卡塔赫纳工业大学","Polytechnic University of Cartagena"
"马德里工业大学","Polytechnic University of Madrid"
"蒂米什瓦拉理工大学","Polytechnic University of Timişoara"
"博美犬医科大学","Pomeranian Medical University"
"玻利瓦尔宗大学（UPB）–麦德林","Pontifical Bolivarian University (UPB) – Medellín"
"米纳斯吉莱斯天主教大学","Pontifical Catholic University of Minas Gerais"
"巴拉那天主教大学","Pontifical Catholic University of Paraná"
"哈维里亚那天主教大学","Pontifical Javeriana University"
"塞得港大学","Port Said University"
"医学教育与研究研究生学院（PGIMER）-昌迪加尔","Postgraduate Institute of Medical Education and Research (PGIMER)--Chandigarh"
"波兹南医科大学","Poznan University of Medical Sciences"
"Privolzhsky研究医科大学","Privolzhsky Research Medical University"
"PSG技术学院","PSG College of Technology"
"纳瓦拉公立大学","Public University of Navarre"
"普渡大学西北分校","Purdue University Northwest"
"齐鲁工业大学","Qilu University of Technology"
"青岛农业大学","Qingdao Agricultural University"
"青岛大学","Qingdao University"
"青岛科技大学","Qingdao University of Science & Technology"
"金斯敦女王大学","Queen's University at Kingston"
"曲阜师范大学","Qufu Normal University"
"Recep Tayyip埃尔多安大学","Recep Tayyip Erdoğan University"
"雷克雅未克大学","Reykjavík University"
"洛克菲勒大学","Rockefeller University"
"罗斯基勒大学","Roskilde University"
"爱尔兰皇家外科医学院","Royal College of Surgeons - Ireland"
"皇家理工学院","Royal Institute of Technology"
"皇家兽医学院","Royal Veterinary College"
"俄罗斯国立农业大学 - 莫斯科季米里亚泽","Russian State Agrarian University - Moscow Timiryazev Agricultural Academy"
"俄罗斯国立人文大学","Russian State University for the Humanities"
"亚琛工业大学","RWTH Aachen University"
"龙谷大学","Ryukoku University"
"热舒夫理工大学","Rzeszów University of Technology"
"萨汉德科技大学","Sahand University of Technology"
"圣彼得堡国立理工大学","Saint Petersburg State Polytechnic University"
"圣基里尔麦托迪大学","Saints Cyril & Methodius University of Skopje"
"玉医科大学","Saitama Medical University"
"萨马拉国立技术大学","Samara State Technical University"
"圣何塞州立大学","San Jose State University"
"圣塞巴斯蒂安大学","San Sebastián University"
"意大利比萨圣安娜高等学校","Sant’Anna School of Advanced Studies – Pisa"
"圣卡塔琳娜州立大学","Santa Catarina State University"
"圣安那-比萨高级大学","Sant'Anna - Scuola Universitaria Superiore Pisa"
"札幌医科大学","Sapporo Medical University"
"萨拉热窝科学技术学院","Sarajevo School of Science and Technology"
"萨维萨大学","Saveetha University"
"社会科学高等学院","School for Advanced Studies in the Social Sciences"
"比萨高等师范学校","Scuola Normale Superiore"
"意大利比萨圣安娜高等技术研究大学","Scuola Superiore Sant'Anna"
"谢切诺夫大学","Sechenov University"
"第二军医大学","Second Military Medical University"
"塞麦尔维斯大学","Semmelweis University"
"森南医科大学和健康服务大学","Semnan University of Medical Sciences and Health Services"
"泗水理工学院","Sepuluh Nopember Institute of Technology"
"陕西师范大学","Shaanxi Normal University"
"沙希德·贝赫什提大学科曼","Shahid Bahonar University of Kerman"
"沙希德·贝赫什蒂大学医学","Shahid Beheshti University Medical Sciences"
"Shahid Rajaee教师培训大学","Shahid Rajaee Teacher Training University"
"沙雷科德大学","Shahrekord University"
"沙鲁德工业大学","Shahrood University of Technology"
"山东农业大学","Shandong Agricultural University"
"山东第一医科大学","Shandong First Medical University"
"山东第一医科大学和山东医学科学院","Shandong First Medical University & Shandong Academy of Medical Sciences"
"山东师范大学","Shandong Normal University"
"山东科技大学","Shandong University of Science & Technology"
"上海海事大学","Shanghai Maritime University"
"上海海洋大学","Shanghai Ocean University"
"上海科技大学","Shanghai Tech University"
"上海中医药大学","Shanghai University of Traditional Chinese Medicine"
"萨斯特拉大学艺术，科学技术与研究院（SASTRA）","Shanmugha Arts, Science, Technology & Research Academy (SASTRA)"
"沉阳药科大学","Shenyang Pharmaceutical University"
"芝浦工业大学","Shibaura Institute of Technology"
"滋贺医科大学","Shiga University of Medical Science"
"岛根大学","Shimane University"
"设拉子医科大学","Shiraz University of Medical Science"
"设拉子科技大学","Shiraz University of Technology"
"湿婆大学","Shivaji University"
"静冈大学","Shizuoka University"
"四川农业大学","Sichuan Agricultural University"
"四川师范大学","Sichuan Normal University"
"西迪·穆罕默德·本·阿卜杜勒大学","Sidi Mohamed Ben Abdellah University"
"西蒙玻利瓦尔大学","Simón Bolívar University"
"锡瓦斯库姆赫里耶特大学","Sivas Cumhuriyet University"
"斯科尔科沃科技学院","Skolkovo Institute of Science and Technology"
"苏州大学（台湾）","Soochow University (Taiwan)"
"南方中央民族大学","South Central University for Nationalities"
"华南农业大学","South China Agricultural University"
"华南师范大学","South China Normal University"
"南达科他州立大学","South Dakota State University"
"南谷大学","South Valley University"
"南伊利诺伊大学卡本代尔分校","Southern Illinois University Carbondale"
"南方医科大学","Southern Medical University"
"西南交通大学","Southwest Jiaotong University"
"西南石油大学","Southwest Petroleum University"
"西南州立大学","Southwest State University"
"西南财经大学-中国","Southwestern University of Finance & Economics - China"
"斯里文卡特斯瓦拉大学","Sri Venkateswara University"
"斯里那卡林维罗大学","Srinakharinwirot University"
"苏格兰农业学院","SRUC (Scotland’s Rural College)"
"圣弗朗西斯泽维尔大学","St Francis Xavier University"
"圣玛丽安娜大学医学院","St Marianna University School of Medicine"
"圣彼得堡电工大学（LETI）","St Petersburg Electrotechnical University (LETI)"
"斯塔福德郡大学","Staffordshire University"
"马林加州立大学","State University of Maringá"
"纽约州立大学卫生科学中心-布鲁克林","State University of New York Health Science Center at Brooklyn"
"蓬塔格罗萨州立大学","State University of Ponta Grossa"
"圣克鲁斯州立大学","State University of Santa Cruz"
"斯德哥尔摩经济学院","Stockholm School of Economics"
"苏丹科技大学","Sudan University of Science and Technology"
"苏莱曼·德米雷尔大学","Suleyman Demirel University"
"纽约州立大学环境科学与林业学院","SUNY College of Environmental Science and Forestry"
"纽约州立大学州立健康科学大学","SUNY Downstate Health Sciences University"
"纽约州立大学医学院","SUNY Upstate Medical University"
"斯沃斯摩尔学院","Swarthmore College"
"瑞典农业科学大学","Swedish University of Agricultural Sciences"
"SWPS社会科学与人文大学","SWPS University of Social Sciences and Humanities"
"圣伊斯特万大学","Szent Istvan University"
"大不里士医科大学","Tabriz University of Medical Science"
"太原理工大学","Taiyuan University of Technology"
"泰米尔纳德邦农业大学","Tamil Nadu Agricultural University"
"坦佩雷工业大学","Tampere University of Technology"
"塔比亚特·莫达雷斯大学","Tarbiat Modares University"
"琴斯托霍瓦技术大学","Technical University Czestochowa"
"克里特科技大学","Technical University of Crete"
"商店技术大学","Technical University of Loja"
"卢布林技术大学","Technical University of Lublin"
"马德里技术大学","Technical University of Madrid"
"索非亚技术大学","Technical University of Sofia"
"蒂赛德大学","Teesside University"
"德黑兰医科大学","Tehran University of Medical Sciences"
"巴黎高等电信学校","Télécom Paris"
"南巴黎电信学校","Télécom SudParis"
"德州理工健康科学中心","Texas A&M Health Science Center"
"卡塔尔的德克萨斯农工大学","Texas A&M University at Qatar"
"德州基督教大学","Texas Christian University"
"德克萨斯州立大学","Texas State University"
"德州理工大学健康科学中心","Texas Tech University Health Sciences Center"
"美国天主教大学","The Catholic University of America"
"香港中文大学（深圳）","The Chinese University of Hong Kong, Shenzhen"
"综合研究大学院大学","The Graduate University for Advanced Studies"
"俄罗斯赫尔岑国立师范大学","The Herzen State Pedagogical University of Russia"
"Josip Juraj Strossma","The Josip Juraj Strossmayer University of Osijek"
"海军军医大学","The Second Military Medical University"
"会津大学","The University of Aizu"
"阿克伦大学","The University of Akron"
"康涅狄格大学卫生中心","The University of Connecticut Health Center"
"电-通信大学","The University of Electro-Communications"
"德克萨斯大学卫生科学中心-休斯顿","The University of Texas Health Science Center at Houston"
"德克萨斯大学卫生科学中心-圣安东尼奥","The University of Texas Health Science Center at San Antonio"
"德克萨斯大学安德森肿瘤中心","The University of Texas M. D. Anderson Cancer Center"
"德克萨斯大学医学部-加尔维斯顿","The University of Texas Medical Branch at Galveston"
"西印度群岛大学","The University of the West Indies"
